scope,direction,transport,source_id,destination_id,route_class,estimate,ci_low,ci_high
comforting,induction,rms,layer_12.head_02,layer_11.head_15,later_to_earlier,0.000618304532345252,1.5026681510579237e-05,0.001555697896275591
comforting,induction,rms,layer_12.head_02,layer_12.head_02,identity,0.0037879697535347185,0.0016048104630442784,0.007291305116838216
comforting,induction,rms,layer_12.head_02,layer_12.head_03,within_layer,0.005828070280677828,0.003646603736071519,0.008378781544530202
comforting,induction,rms,layer_12.head_02,layer_12.head_12,within_layer,-0.0012100675329033037,-0.002984397305918537,0.00013006079175872695
comforting,induction,rms,layer_12.head_03,layer_09.head_04,later_to_earlier,0.0023453830329143717,-0.0005819923927833104,0.005442356810486101
comforting,induction,rms,layer_12.head_03,layer_09.head_11,later_to_earlier,-0.0018674032328974389,-0.0043427968097135075,0.00021475571689414936
comforting,induction,rms,layer_12.head_03,layer_09.head_13,later_to_earlier,-0.001373509491851878,-0.0028226636940168527,-0.0003916211204276777
comforting,induction,rms,layer_12.head_03,layer_10.head_02,later_to_earlier,-0.0002414536263523784,-0.0011076194097707917,0.000638105286258436
comforting,induction,rms,layer_12.head_03,layer_10.head_12,later_to_earlier,0.02130317245737508,0.013216398492483824,0.03140302559737294
comforting,induction,rms,layer_12.head_03,layer_11.head_08,later_to_earlier,0.005820005640888843,0.003753621025352673,0.008096156378403876
comforting,induction,rms,layer_12.head_03,layer_11.head_09,later_to_earlier,0.007214601421277991,0.004046734363770681,0.011316406418208812
comforting,induction,rms,layer_12.head_03,layer_11.head_14,later_to_earlier,0.0006445631683911633,1.11653436504464e-05,0.0013333445924830652
comforting,induction,rms,layer_12.head_03,layer_11.head_15,later_to_earlier,0.000601647462205178,0.0001287100625528289,0.001257996828902743
comforting,induction,rms,layer_12.head_03,layer_12.head_02,within_layer,0.0014321660237621209,0.0003240326978215618,0.003469114723110295
comforting,induction,rms,layer_12.head_03,layer_12.head_03,identity,0.003732171735308843,0.0020928957246053033,0.0060540558373684645
comforting,induction,rms,layer_12.head_03,layer_12.head_12,within_layer,-0.0013106939703122376,-0.002318766763611484,-0.0004926403534674102
comforting,induction,rms,layer_12.head_12,layer_09.head_04,later_to_earlier,0.003690125827969209,0.0004539152483761762,0.007716517426963357
comforting,induction,rms,layer_12.head_12,layer_09.head_11,later_to_earlier,0.00039327574828562086,-0.0008143240314120079,0.001855073975719958
comforting,induction,rms,layer_12.head_12,layer_09.head_13,later_to_earlier,0.0006442760503253776,0.00013465421336974874,0.0012324394775082269
comforting,induction,rms,layer_12.head_12,layer_10.head_02,later_to_earlier,-7.642407339298853e-07,-0.0004587188663172242,0.00046892121288067063
comforting,induction,rms,layer_12.head_12,layer_10.head_12,later_to_earlier,0.008210225537635268,0.004626520781230661,0.012826508791173958
comforting,induction,rms,layer_12.head_12,layer_11.head_08,later_to_earlier,-0.0022517994327661836,-0.007508935972074963,0.0006709770724084193
comforting,induction,rms,layer_12.head_12,layer_11.head_09,later_to_earlier,-0.0002513043094035299,-0.0014672160707324545,0.0009580851966278055
comforting,induction,rms,layer_12.head_12,layer_11.head_14,later_to_earlier,-0.0011372915478755938,-0.004106096350774928,0.0004754832221326044
comforting,induction,rms,layer_12.head_12,layer_11.head_15,later_to_earlier,0.0003151289664979175,4.1013495806392655e-05,0.0007358219027161655
comforting,induction,rms,layer_12.head_12,layer_12.head_02,within_layer,0.002130935394043847,0.0009656451379556795,0.004040804677489665
comforting,induction,rms,layer_12.head_12,layer_12.head_03,within_layer,-0.0003341969839256929,-0.0010896753576215875,0.0001496075210830033
comforting,induction,rms,layer_12.head_12,layer_12.head_12,identity,0.018029258044358384,0.009351722524872414,0.03140608461986233
comforting,induction,aligned,layer_09.head_04,layer_09.head_04,identity,0.09340757143991403,0.05170951459653142,0.14791867475106127
comforting,induction,aligned,layer_09.head_04,layer_09.head_11,within_layer,0.024210812887263514,0.01246360682125926,0.03928452667067471
