scope,rank,candidate_id,component_type,layer,head,recovery,recovery_ci_low,recovery_ci_high,positive_concept_count
discovery,36,layer_11.head_01,attention_head,11,1,0.0012162307890589464,0.0010353148097401656,0.0013974588013298886,4
discovery,37,layer_09.head_02,attention_head,9,2,0.000935401432369219,0.000763008447909945,0.0011158754932200656,3
discovery,38,layer_12.head_00,attention_head,12,0,0.0008589825187373559,0.00020872356781697753,0.0015078715289866768,3
discovery,39,layer_09.head_00,attention_head,9,0,0.0007866782927482457,0.0006135089041550394,0.0009590644451808182,3
discovery,40,layer_12.head_15,attention_head,12,15,0.0007364333455762298,0.00041499667731474075,0.0010591391429434077,3
discovery,41,layer_10.head_10,attention_head,10,10,0.0006828690341767745,0.0005448376447954098,0.0008103807538646792,2
discovery,42,layer_10.head_01,attention_head,10,1,0.0005664361388603476,0.0004689333149238544,0.0006646323885269646,3
discovery,43,layer_09.head_08,attention_head,9,8,0.0005268016789586229,0.0004273500928710779,0.0006250733073948251,4
discovery,44,layer_10.head_07,attention_head,10,7,0.0005027050950824348,0.00023653127182511068,0.0007746830748899915,2
discovery,45,layer_09.head_06,attention_head,9,6,0.00045195630754140754,0.00021142236984043617,0.0007141126930165565,3
discovery,46,layer_09.head_03,attention_head,9,3,0.0004489191447152348,0.0003212929013927393,0.0005773272214703223,3
discovery,47,layer_09.head_01,attention_head,9,1,0.00037975282846782296,0.0003209244410276449,0.00044029122965581194,2
discovery,48,layer_11.head_00,attention_head,11,0,0.0003327852606951746,0.0002526543852060921,0.00041676595957506414,4
discovery,49,layer_10.head_08,attention_head,10,8,0.000269182847920627,0.00016991882171132346,0.0003698973534183325,3
discovery,50,layer_09.head_07,attention_head,9,7,-6.761673141823136e-05,-0.0001617937397470494,2.5276679310858826e-05,2
discovery,51,layer_10.head_05,attention_head,10,5,-0.00024636006616908534,-0.0004016408189964509,-8.53776508795753e-05,2
discovery,52,layer_09.head_09,attention_head,9,9,-0.0004378241103905176,-0.0005009684626856656,-0.00037475800047793854,0
discovery,53,layer_11.head_11,attention_head,11,11,-0.0006959060070692941,-0.0007735075065913113,-0.0006171065809309567,2
discovery,54,layer_12.head_10,attention_head,12,10,-0.0013434913190969156,-0.0018261710069518609,-0.0008505660655042917,1
discovery,55,layer_09.head_14,attention_head,9,14,-0.0018524331026940287,-0.0021686482363250372,-0.0015502203458731879,1
discovery,56,layer_12.head_14,attention_head,12,14,-0.0021632971264439384,-0.002677170322809714,-0.0016550555325860225,2
discovery,57,layer_12.head_13,attention_head,12,13,-0.002193326762130356,-0.0031424610804692164,-0.0011116086702635962,2
discovery,58,layer_12.head_07,attention_head,12,7,-0.002454394258384407,-0.0028732154418497856,-0.00202882819786852,2
discovery,59,layer_10.head_14,attention_head,10,14,-0.002637606244249689,-0.0030661801109085353,-0.0022364933374209475,0
discovery,60,layer_10.head_00,attention_head,10,0,-0.002776245638504137,-0.0030157426428183034,-0.002556479937052693,0
discovery,61,layer_09.head_05,attention_head,9,5,-0.003304539932037168,-0.0036062226373990906,-0.003020491320782424,0
discovery,62,layer_10.head_13,attention_head,10,13,-0.004784525214739224,-0.005127823122606502,-0.004429233126431036,1
discovery,63,layer_09.head_10,attention_head,9,10,-0.0048688299859969,-0.00548192848155682,-0.0042969835016919075,1
discovery,64,layer_11.head_12,attention_head,11,12,-0.004882656064981635,-0.00513002252176021,-0.004644161881441343,0
discovery,65,layer_10.head_06,attention_head,10,6,-0.004959534965826304,-0.005580909553236496,-0.00437582717952088,2
discovery,66,layer_11.head_05,attention_head,11,5,-0.005487394939650824,-0.0058840878623004885,-0.00510342394644588,1
discovery,67,layer_10.head_09,attention_head,10,9,-0.009885492693988812,-0.010741671486109274,-0.009110101660778996,0
discovery,68,layer_10.head_03,attention_head,10,3,-0.017642182115871163,-0.018894883930508345,-0.016464047501187955,3
validation,1,layer_11.mlp,mlp,11,,0.20762885065925532,0.1993744615997951,0.21587679423184836,7
validation,2,layer_11.head_08,attention_head,11,8,0.13895789691034374,0.1326780107235987,0.14520714582310837,7
validation,3,layer_12.mlp,mlp,12,,0.10804088150737837,0.10117860200272039,0.11495432526240278,7
validation,4,layer_10.head_12,attention_head,10,12,0.0853928717280151,0.08082778841209431,0.0897872668848009,7
validation,5,layer_11.head_09,attention_head,11,9,0.06119663200049354,0.05806952033178561,0.06439367637050235,7
validation,6,layer_12.head_12,attention_head,12,12,0.0608142590140105,0.05804041042684066,0.06354532201861308,7
validation,7,layer_10.mlp,mlp,10,,0.038393616664612336,0.03323053563013905,0.04386467258153889,6
validation,8,layer_11.head_10,attention_head,11,10,0.033547987170071514,0.030527116858597853,0.03644356117788166,6
validation,9,layer_09.head_04,attention_head,9,4,0.03138090548676656,0.029341472049565172,0.03347430198365088,7
validation,10,layer_12.head_03,attention_head,12,3,0.029180448981439146,0.027929868724740993,0.030455167789093473,7
validation,11,layer_09.head_11,attention_head,9,11,0.02813738494182576,0.025932589162545483,0.030520757718159874,6
validation,12,layer_10.head_02,attention_head,10,2,0.02437908236372784,0.023013485914105992,0.025805608412043938,7
validation,13,layer_12.head_13,attention_head,12,13,0.01560996856626358,0.014189036321592092,0.0170575165767263,7
validation,14,layer_11.head_11,attention_head,11,11,0.014235271873411132,0.012429774839101845,0.01597626106227576,6
validation,15,layer_12.head_02,attention_head,12,2,0.013690971067262397,0.01290424013679557,0.014498024075766879,7
validation,16,layer_11.head_01,attention_head,11,1,0.012989014624026613,0.011528884499372852,0.014440805753586394,4
validation,17,layer_12.head_06,attention_head,12,6,0.011829332753045372,0.011013150744943283,0.012645724573475571,6
validation,18,layer_11.head_15,attention_head,11,15,0.01171655690846242,0.009837360915443927,0.013632874707718722,5
validation,19,layer_11.head_04,attention_head,11,4,0.010524215747391538,0.009822476722141881,0.01123429667490474,7
validation,20,layer_12.head_00,attention_head,12,0,0.010495307968055997,0.00975383889910315,0.011262429393393681,6
validation,21,layer_10.head_11,attention_head,10,11,0.007345505225980491,0.006863410508161001,0.007875381988363309,6
validation,22,layer_12.head_09,attention_head,12,9,0.006654494674975273,0.0061212679693458645,0.007195427100261806,7
validation,23,layer_10.head_15,attention_head,10,15,0.006608041815459362,0.005932173656829946,0.007316551588173587,6
validation,24,layer_11.head_13,attention_head,11,13,0.006585656630865784,0.006097288750603911,0.0070803751084275385,6
validation,25,layer_11.head_00,attention_head,11,0,0.005598661336031575,0.005075927659535129,0.006197946766480418,7
validation,26,layer_10.head_06,attention_head,10,6,0.005357644304155096,0.004680585200810228,0.006001506337225735,6
validation,27,layer_12.head_14,attention_head,12,14,0.0043317092348429355,0.003966691803578706,0.004700488387420114,5
validation,28,layer_12.head_08,attention_head,12,8,0.004322677066027638,0.0036697875820136767,0.004993593946525068,4
validation,29,layer_09.head_01,attention_head,9,1,0.004263959216125533,0.003887628998257467,0.004665066558738636,6
validation,30,layer_11.head_06,attention_head,11,6,0.004010388586652793,0.003721072185559317,0.004316710451005862,7
validation,31,layer_10.head_05,attention_head,10,5,0.0037998364247886045,0.003394794009953778,0.004209881776871347,4
validation,32,layer_09.mlp,mlp,9,,0.0037812524393833215,-0.00031952873017984624,0.007637905125593163,6
validation,33,layer_10.head_04,attention_head,10,4,0.0032310882936480126,0.002858739407549665,0.003627137900692947,4
validation,34,layer_12.head_04,attention_head,12,4,0.002988202814432252,0.002615795314248938,0.0033757205045141544,6
validation,35,layer_09.head_00,attention_head,9,0,0.0026332399980560912,0.0022255522033445,0.003092421749126969,5
validation,36,layer_12.head_05,attention_head,12,5,0.0025244794401803263,0.002255475540521841,0.002799564341139225,5
validation,37,layer_11.head_03,attention_head,11,3,0.0023339967475385537,0.001981356462318034,0.002728973309689574,4
validation,38,layer_12.head_15,attention_head,12,15,0.002116357581579726,0.0017185737521875043,0.0025157757080206543,4
validation,39,layer_09.head_12,attention_head,9,12,0.0019018000683037382,0.0012367566437285,0.00255898486713863,4
validation,40,layer_10.head_08,attention_head,10,8,0.0018881968041719265,0.0015971195122501715,0.002209813290035532,3
validation,41,layer_09.head_15,attention_head,9,15,0.0015495376452947089,0.0011607857353858023,0.0019621000966970285,4
validation,42,layer_11.head_02,attention_head,11,2,0.0013527015672897063,0.001192660217518971,0.0015224094561932682,4
validation,43,layer_09.head_13,attention_head,9,13,0.001280792239172362,0.0005919047779485217,0.0019984146154272946,5
validation,44,layer_12.head_11,attention_head,12,11,0.0011955202753610248,0.0005152487667632361,0.0018328786329120546,2
validation,45,layer_09.head_09,attention_head,9,9,0.0009691963113430766,0.0006972799445704405,0.0012501460745241839,4
validation,46,layer_11.head_14,attention_head,11,14,0.0008343069617429476,-1.8597941928755786e-05,0.001692426758420376,5
validation,47,layer_09.head_06,attention_head,9,6,0.0007614146471698137,0.0005740934468850063,0.0009599295660877727,5
validation,48,layer_09.head_07,attention_head,9,7,0.0003808936549871783,0.0002099755226579361,0.0005585599017032366,5
validation,49,layer_10.head_10,attention_head,10,10,0.00032110817052280526,0.00016793569507556972,0.0004678546111607228,5
validation,50,layer_09.head_08,attention_head,9,8,0.00013900636434243115,-0.00022641629490405667,0.0005091879118010536,3
validation,51,layer_11.head_07,attention_head,11,7,0.00011966842192937903,-8.359656156913141e-05,0.00032765935726319977,6
validation,52,layer_12.head_10,attention_head,12,10,6.095334058234184e-07,-0.00047821406255059505,0.0004909920085486207,5
validation,53,layer_09.head_03,attention_head,9,3,-0.00020923438268017646,-0.0003838060670156263,-3.671916433512688e-05,2
validation,54,layer_10.head_01,attention_head,10,1,-0.00046407546979432745,-0.0007270989960822514,-0.00014266785340527732,5
validation,55,layer_10.head_07,attention_head,10,7,-0.0023830786959120956,-0.0030914984848518855,-0.0017299898914200297,3
validation,56,layer_12.head_01,attention_head,12,1,-0.003052122509019353,-0.00411205773649413,-0.002060844416581087,1
validation,57,layer_09.head_14,attention_head,9,14,-0.004488735318642849,-0.005142676476333741,-0.0038811487930699986,1
validation,58,layer_10.head_00,attention_head,10,0,-0.004939580909136129,-0.005526218092615209,-0.00441127354946662,3
validation,59,layer_09.head_02,attention_head,9,2,-0.0053202379969021,-0.005916711701637679,-0.004769987886906434,0
validation,60,layer_10.head_14,attention_head,10,14,-0.0071663636005978,-0.008207874482256218,-0.006243024120715,0
validation,61,layer_11.head_12,attention_head,11,12,-0.007392797286537847,-0.008036333182174499,-0.006816029944503071,0
validation,62,layer_10.head_09,attention_head,10,9,-0.007596442592256408,-0.008378409336627665,-0.006896920992774268,1
validation,63,layer_10.head_03,attention_head,10,3,-0.007672803813346041,-0.008435239365326277,-0.006956318375824019,6
validation,64,layer_09.head_10,attention_head,9,10,-0.010783423818544715,-0.012349181338376296,-0.009425555810668926,3
validation,65,layer_12.head_07,attention_head,12,7,-0.010790389589275973,-0.011685295017129943,-0.00990583408658424,2
validation,66,layer_09.head_05,attention_head,9,5,-0.015007982970355455,-0.0160461241522292,-0.014065825093343143,0
validation,67,layer_11.head_05,attention_head,11,5,-0.016420032180131976,-0.017449183694940425,-0.015421378975876358,0
validation,68,layer_10.head_13,attention_head,10,13,-0.02925313205737965,-0.03214363354581807,-0.026769902366173885,1
all_benign,1,layer_11.mlp,mlp,11,,0.24026137783643794,0.2336833649152842,0.24672228267013455,11
all_benign,2,layer_11.head_08,attention_head,11,8,0.17894926206257258,0.1734942541266395,0.18445526663853612,11
all_benign,3,layer_10.head_12,attention_head,10,12,0.11545821396714437,0.11162889086660739,0.11917410869075029,10
all_benign,4,layer_12.mlp,mlp,12,,0.10285354884331759,0.09751390587958854,0.1080601413742413,11
all_benign,5,layer_11.head_09,attention_head,11,9,0.07327841240238178,0.07094330723578299,0.07569858907555377,11
all_benign,6,layer_12.head_12,attention_head,12,12,0.05085237096682559,0.048989993489748085,0.05268093629851579,11
all_benign,7,layer_10.mlp,mlp,10,,0.05011215165313351,0.04633118476121067,0.054069191632542285,9
all_benign,8,layer_09.head_11,attention_head,9,11,0.03386672484195717,0.03225309821602314,0.03558679932689985,10
all_benign,9,layer_10.head_02,attention_head,10,2,0.032413686853130085,0.03126603532809031,0.03363834388341267,10
all_benign,10,layer_12.head_03,attention_head,12,3,0.030500373810978962,0.029556070522517238,0.031457246428259124,11
all_benign,11,layer_09.head_04,attention_head,9,4,0.030034361955864484,0.02833755128106458,0.03176306634153472,10
all_benign,12,layer_11.head_10,attention_head,11,10,0.02250077022332645,0.02060318738041789,0.024339553659048985,9
all_benign,13,layer_09.mlp,mlp,9,,0.014463936182293436,0.011727429256908948,0.017058110069985234,10
all_benign,14,layer_12.head_02,attention_head,12,2,0.01429464792818204,0.0136578115894484,0.01496238436835911,10
all_benign,15,layer_11.head_15,attention_head,11,15,0.011791090514624819,0.010215503968128465,0.013471377736422232,8
all_benign,16,layer_12.head_06,attention_head,12,6,0.011308897275111241,0.010750831124592108,0.01187580492293005,9
all_benign,17,layer_11.head_14,attention_head,11,14,0.009564619677960774,0.008743128095105442,0.010395103424598751,8
all_benign,18,layer_12.head_13,attention_head,12,13,0.009136042992302147,0.008170897007329371,0.010134135551936043,9
all_benign,19,layer_11.head_11,attention_head,11,11,0.008805752644145525,0.007655722935850366,0.009911298822874861,8
all_benign,20,layer_11.head_01,attention_head,11,1,0.008708002320402008,0.007770505391160477,0.009633416550669995,8
all_benign,21,layer_10.head_11,attention_head,10,11,0.008599291373172328,0.008234118441828283,0.00900167782580928,10
all_benign,22,layer_11.head_04,attention_head,11,4,0.0076434916198790835,0.0071938497215460065,0.008099090951487411,9
all_benign,23,layer_12.head_00,attention_head,12,0,0.006991189622849219,0.0064635825490279904,0.0075393201555952844,9
all_benign,24,layer_12.head_09,attention_head,12,9,0.006131503083262744,0.005669053663633261,0.006590832811195706,9
all_benign,25,layer_11.head_13,attention_head,11,13,0.005588372929807835,0.00527348712178086,0.005912210993511459,10
all_benign,26,layer_09.head_13,attention_head,9,13,0.005431892501254607,0.004873826749716881,0.005997183935386945,9
all_benign,27,layer_09.head_12,attention_head,9,12,0.0053250678170302015,0.0048081053980847215,0.005838022305446314,8
all_benign,28,layer_10.head_15,attention_head,10,15,0.004738859579326007,0.004279353751668158,0.005227261810043926,9
all_benign,29,layer_12.head_01,attention_head,12,1,0.004205842285359137,0.003444739129983655,0.004918491602136412,3
all_benign,30,layer_11.head_00,attention_head,11,0,0.0036837973086365204,0.0033463201108615364,0.004069985676371641,11
all_benign,31,layer_11.head_06,attention_head,11,6,0.0033242011822834194,0.0031200455217250344,0.0035384920519757556,10
all_benign,32,layer_12.head_08,attention_head,12,8,0.003314602985388225,0.002840944257219039,0.0037951898484325773,6
all_benign,33,layer_09.head_01,attention_head,9,1,0.0028515205297045473,0.002608432778129253,0.003110128773579814,8
all_benign,34,layer_12.head_11,attention_head,12,11,0.0026893784631120323,0.0021866900264239566,0.0031777730112454486,5
all_benign,35,layer_12.head_04,attention_head,12,4,0.002663712220731609,0.0023947821043107673,0.0029447643252650865,10
all_benign,36,layer_10.head_04,attention_head,10,4,0.0025931137016319485,0.0023494785713622074,0.0028478495426344868,6
all_benign,37,layer_11.head_03,attention_head,11,3,0.0025285466343470085,0.002272796348089965,0.002806029006878755,8
all_benign,38,layer_12.head_05,attention_head,12,5,0.0025188303601308693,0.00230656047102476,0.002727780322127268,9
all_benign,39,layer_10.head_05,attention_head,10,5,0.0023284922462585354,0.002063461410823404,0.0026001724193302194,6
all_benign,40,layer_12.head_14,attention_head,12,14,0.0019698887398295266,0.00166890582200414,0.0022683692981873334,7
all_benign,41,layer_09.head_00,attention_head,9,0,0.0019617630143077837,0.001693983500051633,0.002264003577555009,8
all_benign,42,layer_09.head_15,attention_head,9,15,0.001654632487007613,0.0013927475566559014,0.001932084501527983,8
all_benign,43,layer_12.head_15,attention_head,12,15,0.0016145669503057276,0.001339688878687356,0.00189679819990159,7
all_benign,44,layer_10.head_06,attention_head,10,6,0.001605942751434587,0.0011203020781215287,0.0020646508523787252,8
all_benign,45,layer_11.head_02,attention_head,11,2,0.001363256364548742,0.0012167931101002615,0.0015211991099321085,7
all_benign,46,layer_10.head_08,attention_head,10,8,0.0012994644564441812,0.0011110954891694815,0.00150723767856025,6
all_benign,47,layer_11.head_07,attention_head,11,7,0.0007623002023444947,0.0006219192549937567,0.0009022516635258428,9
all_benign,48,layer_09.head_06,attention_head,9,6,0.0006488843418503933,0.0004981075895770963,0.0008062048970151111,8
all_benign,49,layer_09.head_09,attention_head,9,9,0.00045755252162176966,0.0002812033449393682,0.0006390403364268868,4
all_benign,50,layer_10.head_10,attention_head,10,10,0.000452657575487885,0.00034393312542648196,0.000559999440986719,7
all_benign,51,layer_09.head_08,attention_head,9,8,0.0002800228423846825,4.8175625470597636e-05,0.0005183646265060005,7
all_benign,52,layer_09.head_07,attention_head,9,7,0.00021779896902157476,0.00010207498566736618,0.00033617601215413234,7
all_benign,53,layer_09.head_03,attention_head,9,3,3.009417273633672e-05,-8.84592245663485e-05,0.00014877033970731087,5
all_benign,54,layer_10.head_01,attention_head,10,1,-8.934397573808193e-05,-0.0002608496714696969,0.00011881973787551996,8
all_benign,55,layer_12.head_10,attention_head,12,10,-0.00048815441295880883,-0.000843920329196264,-0.00012795004262592177,6
all_benign,56,layer_10.head_07,attention_head,10,7,-0.0013337027719140845,-0.0018002308549160554,-0.0009010655207332428,5
all_benign,57,layer_09.head_02,attention_head,9,2,-0.00304546002262162,-0.0034318756986372206,-0.0026893535630235577,3
all_benign,58,layer_09.head_14,attention_head,9,14,-0.003530079967388733,-0.003965387122194402,-0.00312111349231905,2
all_benign,59,layer_10.head_00,attention_head,10,0,-0.004152913537997223,-0.0045236125611253074,-0.003809185653584685,3
all_benign,60,layer_10.head_14,attention_head,10,14,-0.005519542743743941,-0.006195403524582148,-0.004920616841577522,0
all_benign,61,layer_11.head_12,attention_head,11,12,-0.006480018660517405,-0.006900192324464182,-0.006100028155564122,0
all_benign,62,layer_12.head_07,attention_head,12,7,-0.007759118559860856,-0.008347711082869778,-0.007184770636882845,4
all_benign,63,layer_10.head_09,attention_head,10,9,-0.008428824447431827,-0.009016116765457414,-0.007901043817837145,1
all_benign,64,layer_09.head_10,attention_head,9,10,-0.008632662424890965,-0.009655090089430347,-0.007734994124474948,4
all_benign,65,layer_09.head_05,attention_head,9,5,-0.010752185501876078,-0.011427758925328943,-0.010146577058980638,0
all_benign,66,layer_10.head_03,attention_head,10,3,-0.01129803228699154,-0.011950273409056172,-0.01066828688054512,9
all_benign,67,layer_11.head_05,attention_head,11,5,-0.012444527729047921,-0.013127736949218817,-0.011804025971344197,1
all_benign,68,layer_10.head_13,attention_head,10,13,-0.02035545684187404,-0.022185532838004195,-0.018770562533946596,2
